LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.2
Lattice spacing in x,y,z = 1.4938016 1.4938016 1.4938016
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (11.950413 11.950413 11.950413)
  1 by 2 by 2 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (11.950413 11.950413 11.950413)
  create_atoms CPU = 0.001 seconds
mass 1 1.0

velocity all create ${initial_temperature} 99999
velocity all create 3 99999

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 19 19 19
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.099 | 3.099 | 3.099 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              4.4978027      3.5982422    
       500   3.1504106      2.3638637      0              7.0871722      39.557522    
      1000   2.989755       2.3331772      0              6.81562        38.474558    
      1500   2.9792196      2.1998245      0              6.6664719      37.493701    
      2000   2.9431884      2.2600974      0              6.6727243      38.001147    
      2500   2.9983189      2.2090793      0              6.7043617      37.51978     
      3000   2.9234832      2.2845724      0              6.6676559      38.036006    
      3500   3.0573331      2.2338882      0              6.8176486      37.923972    
      4000   2.9044549      2.2793387      0              6.6338938      38.065752    
      4500   3.0263419      2.2780703      0              6.8153666      38.294105    
      5000   2.9852555      2.173001       0              6.6486978      37.011629    
      5500   3.0159658      2.320561       0              6.8423008      38.546173    
      6000   2.9398677      2.192951       0              6.6005993      37.426892    
      6500   2.9918128      2.3467011      0              6.8322291      38.851821    
      7000   2.877511       2.2815596      0              6.5957186      37.847313    
      7500   3.0273218      2.2979007      0              6.8366661      38.302061    
      8000   2.9523335      2.2315146      0              6.6578526      37.394292    
      8500   3.0491509      2.251512       0              6.8230051      37.987386    
      9000   2.9854616      2.3191809      0              6.7951867      38.638456    
      9500   3.0251242      2.2179931      0              6.7534637      37.255789    
     10000   3.0040848      2.2421286      0              6.7460555      37.743878    
     10500   3.1044826      2.362186       0              7.0166361      39.124432    
     11000   3.0785663      2.1693425      0              6.7849371      37.068166    
     11500   2.9959992      2.3150947      0              6.8068991      38.660298    
     12000   3.055346       2.4015707      0              6.9823519      39.565859    
     12500   3.0313566      2.2056394      0              6.7504541      37.419335    
     13000   3.0535873      2.3595061      0              6.9376505      38.707994    
     13500   2.9922971      2.3312601      0              6.8175142      38.769017    
     14000   3.1343959      2.400394       0              7.0996921      39.627415    
     14500   2.9532963      2.3123715      0              6.7401529      38.547618    
     15000   3.1138286      2.3010124      0              6.9694746      38.614567    
     15500   2.9475006      2.3265117      0              6.7456038      38.680531    
     16000   3.0867213      2.3781428      0              7.005964       39.067896    
     16500   2.9636935      2.3028667      0              6.7462363      38.419687    
     17000   3.0313088      2.4352814      0              6.9800245      39.918841    
     17500   3.0016345      2.2218782      0              6.7221314      37.723081    
     18000   3.0026807      2.258781       0              6.7606029      38.005791    
     18500   3.0760711      2.3688474      0              6.9807011      39.400063    
     19000   2.9935228      2.2352012      0              6.723293       37.624572    
     19500   3.026811       2.2955262      0              6.8335258      38.675147    
     20000   2.9418865      2.1830619      0              6.5937369      37.143938    
     20500   2.9731882      2.3067691      0              6.7643739      38.427033    
     21000   3.0302665      2.2785152      0              6.8216954      37.977647    
     21500   3.0839805      2.3024986      0              6.9262105      38.298079    
     22000   2.9989899      2.2405123      0              6.7368006      37.738607    
     22500   3.0106636      2.3967976      0              6.910588       39.278197    
     23000   2.8962082      2.2726787      0              6.6148697      38.18614     
     23500   3.0985887      2.2241704      0              6.869784       37.865598    
     24000   2.9490967      2.2568283      0              6.6783133      37.526593    
     24500   3.0488377      2.2958419      0              6.8668654      38.554937    
     25000   2.9602983      2.2430169      0              6.6812962      37.411944    
     25500   3.0726987      2.3628521      0              6.9696496      39.170912    
     26000   2.9515893      2.37492        0              6.8001421      39.298361    
     26500   3.0635456      2.2989815      0              6.8920561      38.487326    
     27000   2.9821751      2.3193488      0              6.7904272      38.445126    
     27500   3.17785        2.4940797      0              7.2585273      40.704331    
     28000   3.0290549      2.2487009      0              6.7900647      37.922846    
     28500   3.0591726      2.245921       0              6.8324394      38.045685    
     29000   3.0972237      2.3457068      0              6.9892739      38.824471    
     29500   2.9833237      2.2537597      0              6.7265602      38.210268    
     30000   3.0803006      2.3751047      0              6.9932996      39.240473    
     30500   2.9951827      2.3584909      0              6.8490712      38.967759    
     31000   3.0839841      2.4032347      0              7.0269521      39.666778    
