LAMMPS (15 Sep 2022)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# 3d WCA system, random initial configuration

#variable density equal 0.5
variable initial_temperature equal 3.0
variable final_temperature equal 0.1
variable dt equal 0.01
variable tau equal 100*${dt}
variable tau equal 100*0.01
variable thermo_time equal 50000*${dt}
variable thermo_time equal 50000*0.01
variable equil_steps equal 50000
variable run_steps equal 100000

units           lj
atom_style      atomic
dimension       3

lattice         fcc ${density}
lattice         fcc 1.4
Lattice spacing in x,y,z = 1.4189834 1.4189834 1.4189834
region          box block 0 8 0 8 0 8
# number of atom types
create_box      1 box
Created orthogonal box = (0 0 0) to (11.351867 11.351867 11.351867)
  1 by 2 by 2 MPI processor grid
create_atoms    1 box
Created 2048 atoms
  using lattice units in orthogonal box = (0 0 0) to (11.351867 11.351867 11.351867)
  create_atoms CPU = 0.000 seconds
mass 1 1.0

velocity all create ${initial_temperature} 99999
velocity all create 3 99999

pair_style      lj/cut 1.0
#type_1 type_2 epsilon sigma cutoff
pair_coeff      1 1 10.0 0.89089871814 1.0
pair_modify shift yes

timestep ${dt}
timestep 0.01
thermo ${thermo_time}
thermo 500

fix 1 all nvt temp ${initial_temperature} ${initial_temperature} ${tau}
fix 1 all nvt temp 3 ${initial_temperature} ${tau}
fix 1 all nvt temp 3 3 ${tau}
fix 1 all nvt temp 3 3 1
run ${equil_steps}
run 50000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 1.3
  ghost atom cutoff = 1.3
  binsize = 0.65, bins = 18 18 18
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.098 | 3.098 | 3.098 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
         0   3              0              0              4.4978027      4.1979492    
       500   2.8319303      3.7770983      0              8.0229196      71.790252    
      1000   2.8694521      3.8307443      0              8.1328208      72.487144    
      1500   3.0062763      3.7549051      0              8.2621177      71.907759    
      2000   3.0256747      3.9349556      0              8.4712516      74.240226    
      2500   3.0334163      3.9878823      0              8.535785       74.620299    
      3000   3.0539902      3.907389       0              8.4861375      73.36453     
      3500   2.9772425      3.8954607      0              8.3591439      73.628696    
      4000   3.0095299      3.8221138      0              8.3342044      72.804147    
      4500   3.0172614      3.8711186      0              8.3948008      72.947072    
      5000   2.9951616      3.9846821      0              8.4752307      74.652207    
      5500   3.0106251      3.9559846      0              8.4697173      74.026701    
      6000   3.0547303      3.926013       0              8.5058711      73.497332    
      6500   3.0544275      3.8983426      0              8.4777467      73.611173    
      7000   3.0000653      3.9304663      0              8.4283669      74.191156    
      7500   3.0940402      3.8570843      0              8.4958784      73.060046    
      8000   2.9908202      4.0305378      0              8.5145775      74.719698    
      8500   2.9734366      4.0841976      0              8.5421747      74.921415    
      9000   3.0408752      3.9151083      0              8.4741939      73.478198    
      9500   3.015967       3.9616067      0              8.4833482      74.501091    
     10000   3.0170537      3.9851648      0              8.5085356      74.201558    
     10500   3.0735296      3.8795372      0              8.4875804      73.685495    
     11000   3.0522757      3.9420542      0              8.5182322      73.73941     
     11500   3.0456907      3.8902839      0              8.4565892      73.526593    
     12000   3.0375514      3.9530289      0              8.5071313      73.958756    
     12500   3.0684154      3.8924889      0              8.4928647      73.45363     
     13000   3.0749556      3.8403037      0              8.4504849      72.886131    
     13500   2.9825807      4.0308456      0              8.5025321      74.71506     
     14000   3.0873853      3.8931881      0              8.5220049      73.355354    
     14500   3.0521276      3.8937962      0              8.4697522      73.439662    
     15000   3.0231852      3.9625728      0              8.4951363      74.259771    
     15500   3.0241291      3.9576513      0              8.4916301      74.145075    
     16000   3.1008164      3.8564162      0              8.5053697      73.074815    
     16500   3.0605942      3.9198509      0              8.5085006      73.843301    
     17000   3.048436       3.9615165      0              8.5319377      73.915947    
     17500   3.0390442      3.9082419      0              8.4645824      73.835608    
     18000   3.0344462      3.9523149      0              8.5017617      73.839234    
     18500   3.0313048      3.9063302      0              8.4510672      73.681541    
     19000   2.9952839      3.9876256      0              8.4783577      74.535846    
     19500   2.9781556      4.0220906      0              8.4871427      74.77447     
     20000   3.0161532      3.951331       0              8.4733517      74.110975    
     20500   2.969098       4.0785216      0              8.529994       75.571589    
     21000   3.0057212      3.9041756      0              8.410556       73.56425     
     21500   3.0167037      3.9525632      0              8.4754092      74.067137    
     22000   3.0496253      3.8795829      0              8.4517873      73.221548    
     22500   3.0500343      3.9851181      0              8.5579357      74.581494    
     23000   3.0423303      3.8690176      0              8.4302847      73.208163    
     23500   3.0186096      4.0119555      0              8.537659       74.763629    
     24000   3.0033432      3.9992234      0              8.5020385      74.445632    
     24500   3.0290746      3.9642256      0              8.5056189      74.942611    
     25000   3.0665027      3.9242656      0              8.5217736      73.862333    
     25500   2.991534       4.0320829      0              8.5171928      74.906666    
     26000   3.0587695      3.9281097      0              8.5140237      74.333242    
     26500   3.0982074      3.8703596      0              8.5154015      73.729565    
     27000   3.0966424      3.9368542      0              8.5795498      73.894223    
     27500   3.0480606      3.8409607      0              8.4108191      72.708243    
     28000   3.1226912      3.7772229      0              8.4589726      72.316982    
     28500   3.0767576      3.9218503      0              8.5347333      73.757327    
     29000   3.0849378      3.8610465      0              8.4861938      72.978763    
     29500   3.0184515      3.9588894      0              8.4843558      74.215976    
     30000   2.9779993      4.0180312      0              8.482849       74.867894    
     30500   3.0261884      3.9517859      0              8.488852       74.153942    
     31000   3.0462627      3.9735481      0              8.540711       74.306777    
     31500   3.0435593      3.9487589      0              8.5118687      74.243356    
     32000   3.0165416      3.996218       0              8.5188211      74.443028    
     32500   3.0559795      3.9425482      0              8.5242792      73.851997    
     33000   3.0373374      3.9032188      0              8.4570003      73.521218    
     33500   3.0313277      3.9830236      0              8.5277949      74.414886    
     34000   3.0795312      3.8392568      0              8.4562981      72.420117    
     34500   3.0242227      3.9899785      0              8.5240976      74.776936    
     35000   3.0333788      3.9460385      0              8.4938849      73.796962    
     35500   3.0426358      3.9451036      0              8.5068289      74.251554    
     36000   3.0507428      3.8968314      0              8.4707113      73.227646    
     36500   3.0106786      3.9790911      0              8.4929038      74.253936    
     37000   3.0603314      3.9472213      0              8.5354769      74.08576     
     37500   3.0554812      3.8932434      0              8.4742273      73.275335    
     38000   3.0445278      3.9787498      0              8.5433116      74.242543    
     38500   3.0328304      3.9317851      0              8.4788094      73.932226    
     39000   3.0174564      3.9687967      0              8.4927712      74.196627    
     39500   3.0397918      3.923641       0              8.4811022      73.386669    
     40000   2.9909446      4.009031       0              8.4932573      74.805048    
     40500   3.0329829      3.906319       0              8.4535719      73.797574    
     41000   3.0571731      3.9188173      0              8.5023378      73.873547    
     41500   3.0606315      3.9228389      0              8.5115445      73.938508    
     42000   3.0876088      3.8410009      0              8.4701527      73.017368    
     42500   3.0389174      3.931141       0              8.4872913      73.730133    
     43000   3.0726043      3.9098232      0              8.5164792      73.888586    
     43500   2.9838417      4.018652       0              8.4922291      74.843545    
     44000   3.0211896      3.9754884      0              8.50506        74.840399    
     44500   3.034698       3.9611394      0              8.5109637      73.951973    
     45000   3.0253123      4.0004773      0              8.5362299      74.377102    
     45500   3.01697        3.8867727      0              8.410018       73.151511    
     46000   2.9916732      4.0660674      0              8.551386       75.248798    
     46500   3.0430931      3.8997777      0              8.4621885      73.943939    
     47000   3.0451409      3.9037994      0              8.4692805      73.501571    
     47500   3.0610062      3.8744595      0              8.4637269      73.33456     
     48000   3.0143555      3.9611465      0              8.4804719      74.039352    
     48500   3.0379622      3.9501831      0              8.5049013      74.122476    
     49000   3.0398178      3.9027807      0              8.4602809      73.618579    
     49500   3.0249202      3.9915484      0              8.5267133      75.055949    
     50000   3.0659124      3.8622909      0              8.4589139      73.20656     
Loop time of 8.66114 on 4 procs for 50000 steps with 2048 atoms

Performance: 4987793.591 tau/day, 5772.909 timesteps/s, 11.823 Matom-step/s
99.1% CPU use with 4 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.1428     | 2.1907     | 2.2175     |   2.0 | 25.29
Neigh   | 3.8268     | 4.1085     | 4.3718     |  11.3 | 47.44
Comm    | 1.4048     | 1.6927     | 1.9477     |  18.2 | 19.54
Output  | 0.0017904  | 0.0033748  | 0.0081107  |   4.7 |  0.04
Modify  | 0.41953    | 0.42389    | 0.43331    |   0.8 |  4.89
Other   |            | 0.242      |            |       |  2.79

Nlocal:            512 ave         533 max         494 min
Histogram: 1 0 0 1 1 0 0 0 0 1
Nghost:          642.5 ave         662 max         622 min
Histogram: 1 0 0 0 0 2 0 0 0 1
Neighs:        3134.75 ave        3250 max        3043 min
Histogram: 1 1 0 0 0 1 0 0 0 1

Total # of neighbors = 12539
Ave neighs/atom = 6.1225586
Neighbor list builds = 20297
Dangerous builds = 1

unfix 1
dump           1 all atom ${run_steps} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T${final_temperature}_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d${density}_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.4_N${run_steps}.lammpstrj
dump           1 all atom 100000 3dWCA_T0.1_d1.4_N100000.lammpstrj
dump           2 all dcd ${thermo_time} 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T${final_temperature}_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d${density}_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.4_N${run_steps}.dcd
dump           2 all dcd 500 3dWCA_T0.1_d1.4_N100000.dcd
fix 1 all nvt temp ${initial_temperature} ${final_temperature} ${tau}
fix 1 all nvt temp 3 ${final_temperature} ${tau}
fix 1 all nvt temp 3 0.1 ${tau}
fix 1 all nvt temp 3 0.1 1

run ${run_steps}
run 100000
Generated 0 of 0 mixed pair_coeff terms from geometric mixing rule
Per MPI rank memory allocation (min/avg/max) = 3.169 | 3.17 | 3.17 Mbytes
   Step          Temp          E_pair         E_mol          TotEng         Press     
     50000   3.0659124      3.8622909      0              8.4589139      73.20656     
     50500   3.0229116      3.9005639      0              8.4327173      73.698031    
     51000   2.9673015      3.9469759      0              8.3957548      74.14441     
     51500   3.0076938      3.8488871      0              8.3582249      73.031549    
     52000   3.0031693      3.8072736      0              8.309828       72.895713    
     52500   2.9370252      3.8168453      0              8.2202319      72.284187    
     53000   2.9692897      3.8396063      0              8.2913661      72.938358    
     53500   2.9164764      3.7512637      0              8.1238423      71.674233    
     54000   2.9377943      3.7576133      0              8.162153       71.861119    
     54500   2.9041983      3.7586947      0              8.112865       71.489446    
     55000   2.9321584      3.6645633      0              8.0606532      70.232286    
     55500   2.8388767      3.7816336      0              8.0378694      72.346898    
     56000   2.8979203      3.6125315      0              7.9572895      70.177394    
     56500   2.8485518      3.6753823      0              7.9461236      70.48112     
     57000   2.7997448      3.7104867      0              7.9080532      70.944947    
     57500   2.8370253      3.5765686      0              7.8300287      69.372529    
     58000   2.791196       3.6217438      0              7.8064935      69.999375    
     58500   2.7536498      3.640258       0              7.7687159      69.881852    
     59000   2.7799826      3.5946002      0              7.7625379      69.537       
     59500   2.7791273      3.5314005      0              7.698056       68.99584     
     60000   2.7370072      3.5961394      0              7.6996455      69.347741    
     60500   2.6464632      3.6002718      0              7.5680284      69.125129    
     61000   2.7376517      3.4454737      0              7.549946       67.968175    
     61500   2.6664003      3.4448854      0              7.4425329      67.739367    
     62000   2.6352487      3.4994865      0              7.4504294      68.503995    
     62500   2.644625       3.4508049      0              7.4158054      67.568572    
     63000   2.6975228      3.3457222      0              7.3900306      66.605813    
