  -0.1142191548    1.3942524756    2.1516445072
   0.4107808452    2.3035791495    1.8702978552
  -0.6392191548    2.3035791495    1.8702978552
   0.4107808452    2.3035791495   -1.7670088407
  -0.6392191548    2.3035791495   -1.7670088407
  -0.1142191548    1.3942524756   -2.0483554928
  -1.2422388222    0.5933095447    2.1396564967
  -1.7672388222    1.5026362187    1.8583098447
  -2.2922388222    0.5933095447    1.8583098447
  -1.7672388222    1.5026362187   -1.7789968512
  -2.2922388222    0.5933095447   -1.7789968512
  -1.2422388222    0.5933095447   -2.0603435033
  -1.0703163154   -0.7801060554    2.0878996619
  -2.1203163154   -0.7801060554    1.8065530099
  -1.5953163154   -1.6894327294    1.8065530099
  -2.8153014242   -0.2677321977   -1.0621003381
  -2.1203163154   -0.7801060554   -1.8307536860
  -1.5953163154   -1.6894327294   -1.8307536860
  -1.0703163154   -0.7801060554   -2.1121003381
   0.1120499412   -1.3677735452    2.0493353852
  -0.4129500588   -2.2771002192    1.7679887331
   0.6370499412   -2.2771002192    1.7679887331
  -1.0789147250   -2.7422200388    0.9993353852
  -0.1467714158   -3.1679156244    0.9993353852
   0.8675458454   -3.0220788190    0.9993353852
  -0.6326203216   -3.3313076549   -0.0506646148
   0.3651769698   -3.4524621808   -0.0506646148
   1.3049859094   -3.0960396636   -0.0506646148
  -1.0789147250   -2.7422200388   -1.1006646148
  -0.1467714158   -3.1679156244   -1.1006646148
   0.8675458454   -3.0220788190   -1.1006646148
   1.6419984952   -2.3510117779   -1.1006646148
  -0.4129500588   -2.2771002192   -1.8693179628
   0.6370499412   -2.2771002192   -1.8693179628
   0.1120499412   -1.3677735452   -2.1506646148
   1.1829282269   -0.5945273476    2.0611804153
   2.2329282269   -0.5945273476    1.7798337632
   1.7079282269   -1.5038540216    1.7798337632
   2.2329282269   -0.5945273476   -1.8574729327
   1.7079282269   -1.5038540216   -1.8574729327
   1.1829282269   -0.5945273476   -2.1388195847
   1.1290301331    0.7886089442    2.1115345658
   2.1790301331    0.7886089442    1.8301879138
   1.6540301331    1.6979356182    1.8301879138
   2.1790301331    0.7886089442   -1.8071187821
   1.6540301331    1.6979356182   -1.8071187821
   1.1290301331    0.7886089442   -2.0884654342
   0.1031425746    3.4049906684    1.4504880295
  -1.0008927609    3.0462678426    1.4504880295
   1.0219613326    3.4928720571    0.6104880295
   0.0754454207    4.0393432736    0.6104880295
  -1.0008927609    3.8495558118    0.6104880295
  -1.7034226149    3.0123133343    0.6104880295
   1.0219613326    3.4928720571   -0.4278090716
   0.0754454207    4.0393432736   -0.4278090716
  -1.0008927609    3.8495558118   -0.4278090716
  -1.7034226149    3.0123133343   -0.4278090716
   0.1031425746    3.4049906684   -1.2678090716
  -1.0008927609    3.0462678426   -1.2678090716
  -3.0284969429    1.5966111639    1.4285797543
  -3.0284969429    0.4357597144    1.4285797543
  -1.9521587613    2.5896865949    0.5885797543
  -3.0284969429    2.3998991331    0.5885797543
  -3.7310267970    1.5626566556    0.5885797543
  -3.7310267970    0.4697142226    0.5885797543
  -1.9521587613    2.5896865949   -0.4497173468
  -3.0284969429    2.3998991331   -0.4497173468
  -3.7310267970    1.5626566556   -0.4497173468
  -3.7310267970    0.4697142226   -0.4497173468
  -3.0284969429    1.5966111639   -1.2897173468
  -3.0284969429    0.4357597144   -1.2897173468
  -2.7248507296   -0.8532120581    1.3363017813
  -2.7248507296   -2.0140635075    1.3363017813
  -1.6208153941   -2.3727863334    1.3363017813
  -3.4273805836   -0.8871665663    0.4963017813
  -3.4273805836   -1.9801089993    0.4963017813
  -2.7248507296   -2.8173514768    0.4963017813
  -1.6485125479   -3.0071389386    0.4963017813
  -3.4273805836   -0.8871665663   -0.5419953198
  -3.4273805836   -1.9801089993   -0.5419953198
  -2.7248507296   -2.8173514768   -0.5419953198
  -1.6485125479   -3.0071389386   -0.5419953198
  -2.7248507296   -0.8532120581   -1.3819953198
  -2.7248507296   -2.0140635075   -1.3819953198
  -1.6208153941   -2.3727863334   -1.3819953198
   3.1209442798   -1.0993004855    1.2881617427
   2.4386129177   -2.0384490360    1.2881617427
   3.7312400033   -1.0993004855    0.4481617427
   3.3574316757   -0.0722705463    0.4481617427
   2.4109157638   -2.6728016412    0.4481617427
   3.3574316757   -2.1263304247    0.4481617427
   3.7312400033   -1.0993004855   -0.5901353584
   3.3574316757   -0.0722705463   -0.5901353584
   2.4109157638   -2.6728016412   -0.5901353584
   3.3574316757   -2.1263304247   -0.5901353584
   3.1209442798   -1.0993004855   -1.4301353584
   2.4386129177   -2.0384490360   -1.4301353584
   3.0218246866    1.3673677973    1.3780126357
   2.3394933245    2.3065163478    1.3780126357
   3.6321204101    1.3673677973    0.5380126357
   3.2583120826    2.3943977365    0.5380126357
   2.3117961707    2.9408689530    0.5380126357
   3.2583120826    0.3403378580    0.5380126357
   3.6321204101    1.3673677973   -0.5002844654
   3.2583120826    2.3943977365   -0.5002844654
